nombrePerfilConvocatoria,paisResidencia,sueldoPretendido,diasUltimoTrabajo,empresaUltimoTrabajo,paisUltimoTrabajo,areaUltimoTrabajo,nombreUltimoTrabajo,aniosExperiencia,numeroTrabajos,diasUltimoEstudio,institucionUltimoEstudio,paisUltimoEstudio,areaUltimoEstudio,nombreUltimoEstudio,estadoUltimoEstudio,gradoUltimoEstudio,aniosEstudio,numeroEstudios,habilidadesTecnicas,idiomas,otrasHabilidades,contratado
Asistente De Pmo,Peru,1025.0,184.0,Dezo S.A.C,Peru,Ingenieria De Procesos,Auxiliar De Sistemas,2.5,3.0,2721.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,7.5,1.0,4.0,1.0,1.0,0
Practicante De Infrastructure & Cloud,Peru,1025.0,184.0,Dezo S.A.C,Peru,Ingenieria De Procesos,Auxiliar De Sistemas,2.5,3.0,2721.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,7.5,1.0,4.0,1.0,1.0,0
Desarrollador .Net,Peru,3000.0,408.0,Grana Y Montero,Peru,Sistemas,Automatizacion De Procesos,3.7,4.0,2160.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,7.1,2.0,9.4,1.0,4.0,0
Analista De Calidad,Peru,4301.8,328.0,Alignet S.A.C.,Peru,Tecnologia / Sistemas,Administrador De Sistemas,2.4,2.0,2161.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.9,1.0,8.0,1.0,17.0,0
Consultor Cloud,Peru,1025.0,90.0,Ripley S.A,Peru,Compras,Asistente De Eventos Por Temporada,0.7,3.0,1389.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,8.6,2.0,9.4,2.2,13.0,0
Desarrollador .Net,Peru,2500.0,489.0,Deloitte Peru,Peru,Tecnologias De La Informacion,Consultor Risk Advisory,3.5,5.0,2160.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Posgrado,5.9,1.0,18.0,1.0,16.0,0
Analista De Calidad,Peru,4800.0,1510.0,Tata Consultancy Services,Peru,Analisis Funcional,Analista Funcional,4.3,2.0,922.0,Escuela De Post Grado - Universidad San Ignacio De Loyola,Peru,Fisioterapia,Ingenieria De Sistemas,Graduado,Universitario,5.9,2.0,10.0,1.0,7.0,0
Gestor De Servicios De Ti,Peru,5000.0,153.0,Qualitas Sanitatis Eirl,Peru,Tecnologias De La Informacion,Analista De Soporte,11.8,6.0,791.0,Universidad Cientifica Del Sur,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,10.2,6.0,17.0,1.0,5.4,0
Analista Programador Oracle Forms,Peru,5500.0,504.0,Canvia S.A.C.,Peru,Sistemas,Lider Tecnico,6.2,5.0,2077.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,8.6,2.0,26.0,1.0,5.4,0
Ejecutivo Comercial,Peru,1500.0,1461.0,Kvr3 Sac,Peru,Desarrollo De Negocios,Jefe Comercial,6.0,3.0,3522.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Abandonado,Universitario,9.6,1.0,1.0,1.0,5.4,0
Practicante De Infrastructure & Cloud,Peru,1025.0,657.3,Auna - Grupo Salud Del Peru,Peru,Telemarketing,Analista De Soporte,8.7,6.1,1216.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3.3,1.0,6.0,1.0,5.4,0
Practicante De Infrastructure & Cloud,Peru,4301.8,657.3,Unisys Del Peru,Peru,Analisis Funcional,Ventas,8.7,6.1,1216.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3.3,1.0,6.0,1.0,5.4,0
Practicante De Infrastructure & Cloud,Peru,1025.0,657.3,Mowidev,Peru,Tecnologia / Sistemas,Developer Fullstack,8.7,6.1,1340.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,3.7,1.0,11.0,1.3,5.0,0
Asistente De Pmo,Peru,2000.0,605.0,Ibm Del Peru S.A.C.,Peru,Tecnologia / Sistemas,Especialista Tecnico Ibm Cloud,1.7,1.0,1795.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,4.9,1.0,9.4,1.0,10.0,0
Practicante Iot/Ia,Peru,1200.0,131.0,Nearshore Peru S.A.C.,Peru,Tecnologia / Sistemas,Software Developer,0.8,2.0,685.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,1.9,1.0,12.0,2.0,5.4,0
Asistente De Pmo,Peru,930.0,30.0,Majorel,Peru,Consultoria,Administrativo,1.3,5.0,1348.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,8.5,4.0,9.4,1.0,18.0,0
Especialista Cloud,Peru,2500.0,363.0,Bsg Institute,Peru,Tecnologia / Sistemas,Asistente De Servicios Cloud Y Central De Llamadas,5.8,4.0,50.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,5.9,2.0,4.0,1.0,6.0,0
Asistente De Pmo,Peru,2000.0,969.0,Universidad Peruana De Ciencias Aplicadas (Upc),Peru,Educacion/Docencia,Tutor Academico,3.6,5.0,2218.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. - Otros,Ingenieria De Sistemas,Graduado,Universitario,6.1,1.0,3.0,1.0,6.0,0
Desarrollador .Net,Peru,4500.0,226.0,Binsa Software Peru,Peru,Programacion,Analista Programador,10.5,12.0,2313.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria Sistemas,En Curso,Universitario,9.3,2.0,13.0,1.0,2.0,0
Analista Programador,Peru,4500.0,198.0,Binsa Software Peru,Peru,Programacion,Analista Programador,10.4,12.0,2313.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria Sistemas,En Curso,Universitario,9.3,2.0,13.0,1.0,2.0,0
Especialista En Analitica,Peru,2700.0,730.0,Orbis Ventures Sac,Peru,Finanzas,Analista Business Intelligence,8.9,4.0,1351.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria Sistemas,En Curso,Universitario,8.0,2.0,6.0,1.0,5.4,0
Analista De Calidad,Peru,4500.0,813.0,Tata Consultancy Services,Peru,Testing / Qa / Qc,Analista De Calidad,8.0,6.0,12.0,Universidad Tecnologica Del Peru,Peru,Tecnologias De La Informacion,Ingenieria Sistemas,En Curso,Universitario,2.8,2.0,9.0,1.0,7.0,0
Lider Tecnico,Peru,6700.0,79.0,Mdp Consulting S.A.C.,Peru,Programacion,Back-End Java,6.7,9.0,2831.0,Universidad Nacional Mayor De San Marcos,Peru,Ing. En Sistemas,Ingenieria Sistemas,Graduado,Universitario,7.8,1.0,5.0,1.0,4.0,0
Analista De Sistemas,Peru,3500.0,1154.0,Envasadora San Gabriel Srl,Peru,Sistemas,Administrador De Sistemas,18.3,6.0,2070.0,Universidad Autonoma Del Peru,Peru,Ing. En Sistemas,Ingenieria Sistemas,Graduado,Universitario,5.7,1.0,7.0,1.0,16.0,0
Analista De Calidad,Peru,6300.0,2064.0,Sky Logistics Sac,Estados Unidos,Testing / Qa / Qc,Lider De Control De Calidad De Proyectos,12.7,5.0,1948.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria Sistemas,Graduado,Universitario,18.4,4.0,13.0,1.0,4.0,0
Analista Funcional,Peru,5000.0,92.0,Indra Peru S.A.,Peru,Liderazgo De Proyecto,Analista Funcional,6.9,20.0,2922.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Carrera Universitaria Para Gente Que Trabaja,En Curso,Universitario,21.0,8.0,33.0,1.0,1.0,0
Analista Funcional,Peru,4500.0,184.0,Chain Services Ti S.A.C. - Csti,Peru,Analisis Funcional,Analista Funcional,6.3,20.0,2631.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Carrera Universitaria Para Gente Que Trabaja,En Curso,Universitario,21.0,8.0,33.0,1.0,1.0,0
Analista Funcional,Peru,4000.0,195.0,Chain Services Ti S.A.C. - Csti,Peru,Analisis Funcional,Analista Funcional,6.3,20.0,2568.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Carrera Universitaria Para Gente Que Trabaja,En Curso,Universitario,21.0,8.0,33.0,1.0,1.0,0
Analista Funcional,Peru,4000.0,120.0,Scharff Logistica Integrada S.A.,Peru,Analisis Funcional,Analista Funcional,6.6,20.0,2758.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Carrera Universitaria Para Gente Que Trabaja,En Curso,Universitario,21.0,8.0,33.0,1.0,1.0,0
Jefe De Proyecto - Analytics & Ai,Peru,6000.0,557.0,Conexion Ts,Peru,Tecnologia / Sistemas,Jefe De Proyectos,21.0,8.0,549.0,Universidad Peruana De Ciencias Aplicadas,Peru,Tecnologias De La Informacion,Maestria En Direccion De Sistemas Y Ti,Graduado,Posgrado,10.8,7.0,14.0,2.0,5.4,0
Analista Funcional,Peru,4000.0,672.0,Bdo Peru S.A.C,Peru,Tecnologia / Sistemas,Consultor De Ti,5.3,6.0,2314.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,6.3,1.0,4.0,1.0,7.0,0
Cloud Specialist,Peru,3500.0,214.0,Acceso Crediticio S.A,Peru,Tecnologias De La Informacion,Operador De Infraestructura Y Servidores,8.5,8.0,1885.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. Telecomunicaciones,Ingeniero De Redes Y Comunicaciones,En Curso,Universitario,8.4,3.0,5.0,1.0,3.0,0
Asistente De Servicios Ti,Peru,1500.0,61.0,Printer 911 Sa,Peru,Soporte Tecnico,Tecnico De Impresoras,5.6,7.0,3166.0,Universidad Tecnologica Del Peru,Peru,Ing. Telecomunicaciones,Ingeniero De Redes Y Comunicaciones,Graduado,Universitario,13.5,2.0,7.0,2.0,6.0,0
Pre-Venta - Cloud Computing,Peru,9000.0,1308.0,Supra Networks,Peru,Tecnologias De La Informacion,Ingeniero De Preventa E Implementacion,20.1,6.0,1033.0,Universidad Tecnologica Del Peru,Peru,Ing. Telecomunicaciones,Ingeniero De Redes Y Comunicaciones,Graduado,Universitario,8.3,2.0,20.0,1.0,7.0,0
Asistente De Pmo,Peru,1600.0,92.0,Consigue Ventas,Peru,Administracion,Asistente,0.6,3.0,2314.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. - Otros,Ingenieria De Gestion Empresarial,Graduado,Universitario,6.3,1.0,9.4,1.0,1.0,0
Practicante De Servicios Ti,Peru,1000.0,567.0,Petrex S. A.,Peru,Recursos Humanos,Practicante,2.7,4.0,1418.0,Universidad Peruana De Ciencias Aplicadas,Peru,Adm. De Empresas,Ingenieria De Gestion Empresarial,En Curso,Universitario,3.9,1.0,3.0,2.2,15.0,0
Practicante De Recursos Humanos,Peru,1000.0,657.3,Sunarp,Peru,Comercial,Jefe Comercial,8.7,6.1,1536.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. - Otros,Ingenieria De Gestion Empresarial,En Curso,Universitario,4.2,1.0,4.0,2.0,5.4,0
Practicante De Recursos Humanos,Peru,4301.8,657.3,Manpower Professional Services S.A.,Peru,Analisis Funcional,Ejecutivo Kam De Negocios,8.7,6.1,1101.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. - Otros,Ingenieria De Gestion Empresarial,En Curso,Universitario,3.0,1.0,3.0,1.0,5.4,0
Asistente De Pmo,Peru,2000.0,238.0,Pontificia Universidad Catolica Del Peru,Peru,Investigacion Y Desarrollo,Practicante De Maestrias Especializadas,3.3,4.0,3409.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. Comercial,Ingenieria De Gestion Empresarial,Graduado,Universitario,9.3,1.0,6.0,2.2,2.0,1
Asistente Social,Peru,2000.0,92.0,Consigue Ventas,Peru,Administracion,Practicante Administrativo,0.5,2.0,2314.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. - Otros,Ingenieria De Gestion Empresarial,Graduado,Universitario,6.3,1.0,4.0,1.0,5.4,0
Ejecutivo Comercial,Peru,2300.0,289.0,Trupal S.A.,Peru,Ventas,Practicante Profesional,1.5,3.0,2328.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. - Otros,Ingenieria De Gestion Empresarial,Graduado,Universitario,6.4,1.0,2.0,2.0,6.0,0
Ejecutivo Comercial,Peru,3000.0,543.0,Apeseg,Peru,Operaciones,Practicante Del Dpto. De Invalidez Y Sobrevivencia,1.9,3.0,2161.0,Universidad Peruana De Ciencias Aplicadas,Peru,Procesos / Calidad Total,Ingenieria De Gestion Empresarial,Graduado,Universitario,5.9,1.0,4.0,1.0,3.0,1
Practicante De Recursos Humanos,Peru,1025.0,28.0,Publiultra Sac,Peru,Recursos Humanos,Practicante De Recursos Humanos,0.1,1.0,91.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. - Otros,Ingenieria De Gestion Empresarial,En Curso,Universitario,0.2,1.0,9.4,1.0,2.0,0
Practicante De Recursos Humanos,Peru,1500.0,700.0,Ish,Peru,Gerencia / Direccion General,Asistente De Gerencia,2.2,2.0,2426.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. - Otros,Ingenieria De Gestion Empresarial,En Curso,Universitario,6.6,1.0,9.4,1.0,5.4,0
Ejecutivo Comercial,Peru,1500.0,396.0,Manpower Professional Services S.A.,Peru,Operaciones,Supervisor De Verificacion De Datos,2.6,3.0,2072.0,Universidad Peruana De Ciencias Aplicadas,Peru,Adm. De Empresas,Ingenieria De Gestion Empresarial,Graduado,Universitario,5.7,1.0,1.0,1.0,3.0,0
Practicante De Procesos,Peru,2500.0,122.0,Peruanos Del Bicentenario Peru Global Empresarial Sac.,Peru,Administracion,Asistente Administrativo,2.1,3.0,2101.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. Industrial,Ingenieria De Gestion Empresarial,Graduado,Universitario,5.8,1.0,5.0,1.0,2.0,0
Analista Funcional,Peru,2500.0,657.3,Desis-Facturacion.Cl,Chile,Operaciones,Analista Mejora Continua,3.9,3.0,2101.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. Comercial,Ingenieria De Gestion Empresarial,Graduado,Universitario,5.8,1.0,2.0,2.0,8.0,0
Analista Funcional,Peru,3200.0,365.0,Cofide,Peru,Administracion,Practicante Profesional,2.9,2.0,1736.0,Universidad Peruana De Ciencias Aplicadas,Peru,Adm. De Empresas,Ingenieria De Gestion Empresarial,Graduado,Universitario,4.8,1.0,6.0,1.0,2.0,0
Asistente De Procesos,Peru,1200.0,785.0,Muebles Guillen,Peru,Administracion,Asistente De Procesos Y Mejora Continua,3.7,5.0,1795.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. - Otros,Ingenieria De Gestion Empresarial,Graduado,Universitario,4.9,1.0,4.0,2.0,18.0,0
Practicante De Procesos,Peru,1025.0,657.3,Textil Del Valle S.A,Peru,Administracion,Consultor De Aplicaciones,8.7,6.1,913.0,Universidad Peruana De Ciencias Aplicadas,Peru,Adm. De Empresas,Ingenieria De Gestion Empresarial,En Curso,Universitario,2.5,1.0,4.0,2.0,1.0,0
Ejecutivo Comercial,Peru,2500.0,466.0,Dinet S.A.,Peru,Logistica,Practicante Comercial,11.1,5.0,2101.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. - Otros,Ingenieria De Gestion Empresarial,Graduado,Universitario,5.8,1.0,9.4,1.0,10.0,0
Analista De Soluciones Ti,Peru,5000.0,806.0,Tata Consultancy Services,Peru,Sistemas,Analista De Calidad,12.1,10.0,487.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. Informatica,Maestria En Direccion De Sistemas Y Ti,Graduado,Master,10.1,6.0,9.0,1.0,1.0,0
Jefe De Proyecto - Analytics & Ai,Peru,7500.0,457.0,Komatsu Mitsui,Peru,Tecnologias De La Informacion,Project Leader,12.8,6.0,488.0,Universidad Peruana De Ciencias Aplicadas,Peru,Tecnologias De La Informacion,Maestria En Direccion De Sistemas Y Ti,Graduado,Master,9.2,11.0,24.0,1.0,14.0,0
Jefe De Proyecto - Modern Workplace,Peru,6000.0,537.0,Komatsu Mitsui,Peru,Tecnologias De La Informacion,Project Leader,13.1,6.0,488.0,Universidad Peruana De Ciencias Aplicadas,Peru,Tecnologias De La Informacion,Maestria En Direccion De Sistemas Y Ti,Graduado,Master,9.2,11.0,24.0,1.0,14.0,0
Especialista En Project Server Y Project Online,Peru,10000.0,521.0,Telefonica Del Peru,Peru,Liderazgo De Proyecto,Project Manager,8.5,8.0,609.0,Universidad Peruana De Ciencias Aplicadas,Peru,Tecnologias De La Informacion,Maestria En Direccion De Sistemas Y Ti,Graduado,Master,8.1,3.0,4.0,1.0,2.0,0
Jefe De Proyecto - Analytics & Ai,Peru,8000.0,864.0,Telefonica Del Peru,Peru,Liderazgo De Proyecto,Project Manager,9.4,8.0,609.0,Universidad Peruana De Ciencias Aplicadas,Peru,Tecnologias De La Informacion,Maestria En Direccion De Sistemas Y Ti,Graduado,Master,8.1,3.0,8.0,1.0,5.4,0
Jefe De Proyecto - Modern Workplace,Peru,10000.0,1158.0,Telefonica Del Peru,Peru,Liderazgo De Proyecto,Project Manager,10.2,8.0,609.0,Universidad Peruana De Ciencias Aplicadas,Peru,Tecnologias De La Informacion,Maestria En Direccion De Sistemas Y Ti,Graduado,Master,8.1,3.0,8.0,1.0,5.4,0
Jefe De Proyecto - Modern Workplace,Peru,8000.0,843.0,Telefonica Del Peru,Peru,Liderazgo De Proyecto,Project Manager,9.4,8.0,609.0,Universidad Peruana De Ciencias Aplicadas,Peru,Tecnologias De La Informacion,Maestria En Direccion De Sistemas Y Ti,Graduado,Master,8.1,3.0,8.0,1.0,5.4,0
Jefe De Proyecto - Analytics & Ai,Peru,10000.0,1278.0,Telefonica Del Peru,Peru,Liderazgo De Proyecto,Project Manager,10.6,8.0,609.0,Universidad Peruana De Ciencias Aplicadas,Peru,Tecnologias De La Informacion,Maestria En Direccion De Sistemas Y Ti,Graduado,Master,8.1,3.0,8.0,1.0,5.4,0
Lider Tecnico,Peru,10000.0,209.0,Agromigiva,Peru,Tecnologia / Sistemas,Project Manager,11.0,14.0,113.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. Informatica,Maestria En Direccion De Sistemas Y Ti,En Curso,Master,7.8,6.0,9.4,2.0,5.4,0
Sql Server Consultant,Peru,8000.0,1098.0,Aynitech Sac,Peru,Administracion De Base De Datos,Dba Team Leader,15.6,6.0,1342.0,Universidad Peruana De Ciencias Aplicadas,Peru,Tecnologias De La Informacion,Maestria En Direccion De Sistemas Y Ti,En Curso,Posgrado,20.1,3.0,4.0,2.2,4.0,0
Gestor De Servicios De Ti,Peru,7000.0,108.0,Grupo Electrodata S.A.C.,Peru,Tecnologias De La Informacion,Coordinadora Noc/Soc,6.9,8.0,231.0,Universidad Peruana De Ciencias Aplicadas,Peru,Tecnologias De La Informacion,Maestria En Direccion De Sistemas Y Ti,En Curso,Master,5.6,5.0,9.0,2.2,9.0,0
Scrum Master,Peru,8500.0,371.0,San Fernando S.A.,Peru,Liderazgo De Proyecto,Jefe De Proyectos,18.1,10.0,736.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Maestria En Direccion De Sistemas Y Ti,En Curso,Posgrado,8.9,7.0,21.0,1.0,5.0,0
Analista Programador,Peru,4000.0,485.0,Manpower Professional Services S.A.,Peru,Sistemas,Analista De Desarrollo,6.3,8.0,1397.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Otro,21.0,4.0,18.0,1.0,3.0,0
Especialista Bi,Peru,4200.0,242.0,Chain Services Ti S.A.C. - Csti,Peru,Tecnologias De La Informacion,Business Intelligence,4.2,6.0,742.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. Informatica,Ingenieria De Sistemas,En Curso,Universitario,5.6,3.0,14.0,1.0,1.0,0
Especialista Bi,Peru,4500.0,232.0,Chain Services Ti S.A.C. - Csti,Peru,Tecnologias De La Informacion,Business Intelligence,4.1,6.0,689.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. Informatica,Ingenieria De Sistemas,En Curso,Universitario,5.5,3.0,14.0,1.0,1.0,0
Scrum Master,Peru,8000.0,1780.0,Prima Afp,Peru,Sistemas,Analista Funcional,10.5,5.0,2250.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,10.7,2.0,17.0,1.0,10.0,0
Analista Funcional,Peru,5000.0,549.0,Manpower Professional Services S.A.,Peru,Tecnologias De La Informacion,Analista De Sistemas,9.3,11.0,6088.0,Universidad Nacional Del Callao,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,16.7,1.0,16.0,1.0,6.0,0
Practicante De Infrastructure & Cloud,Peru,1200.0,319.0,Canvia S.A.C.,Peru,Tecnologia / Sistemas,Rpa/Devops,0.9,1.0,1775.0,Universidad Nacional Del Callao,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,4.9,1.0,4.0,1.0,6.0,0
Analista Funcional,Peru,5500.0,394.0,Global Hitss Peru S.A.C.,Peru,Analisis Funcional,Analista Funcional,14.6,9.0,1614.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,8.0,2.0,10.0,1.0,4.0,0
Analista Funcional,Peru,5000.0,436.0,Global Hitss Peru S.A.C.,Peru,Analisis Funcional,Analista Funcional,14.7,9.0,1614.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,8.0,2.0,10.0,1.0,4.0,0
Analista Funcional,Peru,5000.0,461.0,Global Hitss Peru S.A.C.,Peru,Analisis Funcional,Analista Funcional,14.8,9.0,1614.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,8.0,2.0,10.0,1.0,4.0,0
Asistente De Pmo,Peru,9500.0,657.3,Hr Growth Human Resources,Peru,Turismo,Analista De Service Desk,8.7,6.1,1583.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,4.3,1.0,4.0,1.0,5.4,0
Asistente De Servicios Ti,Peru,2500.0,304.0,Telefonica Del Peru,Peru,Tecnologia / Sistemas,Tenico En Sistemas E Informatica,3.6,4.0,4115.0,Universidad Tecnologica Del Peru,Peru,Computacion / Informatica,Ingenieria De Sistemas,En Curso,Universitario,11.3,1.0,11.0,1.0,4.0,0
Analista De Calidad,Peru,5400.0,1258.0,Vector Software Factory,Peru,Analisis Funcional,Analista De Calidad,8.7,6.0,1886.0,Universidad Cesar Vallejo,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.2,1.0,9.0,1.0,2.0,0
Programador .Net,Peru,1.0,2091.0,Refax Peru,Peru,Administracion De Base De Datos,Analista De Sistemas,16.0,4.0,1598.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,8.1,2.0,26.0,2.2,3.0,0
Analista Funcional,Peru,1.0,925.0,Global Hitss Peru S.A.C.,Peru,Analisis Funcional,Analista Funcional,12.0,6.0,1259.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,7.0,2.0,9.0,1.0,12.0,0
Analista Funcional,Peru,1.0,990.0,Global Hitss Peru S.A.C.,Peru,Analisis Funcional,Analista Funcional,12.2,6.0,1324.0,Universidad Peruana De Ciencias Aplicadas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,7.2,2.0,9.0,1.0,12.0,0
Programador .Net,Peru,1.0,2123.0,Refax Peru,Peru,Administracion De Base De Datos,Analista De Sistemas,17.5,6.0,1553.0,Universidad Privada Del Norte,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,8.0,2.0,27.0,2.2,3.0,0
Analista De Calidad,Peru,6500.0,61.0,Osinergmin,Peru,Testing / Qa / Qc,Analista De Calidad,8.1,8.0,1736.0,Universidad Nacional Del Centro Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,4.8,1.0,9.0,1.0,4.0,0
Analista Programador Android,Peru,4800.0,182.0,Dsb Mobile,Peru,Tecnologias De La Informacion,Desarrollador Movil - Android,7.4,4.0,1795.0,Universidad Nacional San Luis Gonzaga De Ica,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,4.9,1.0,7.0,1.0,3.0,0
Administrador De Soporte Tecnico,Peru,2000.0,197.0,Konecta Peru,Peru,Ventas,Representante De Ventas Locales,3.2,3.0,1430.0,Universidad Senor De Sipan,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.9,2.0,2.0,1.0,5.4,0
Analista De Calidad,Peru,1500.0,425.0,Enviame,Chile,Testing / Qa / Qc,Analista De Qa Y Soporte Especializado,5.3,3.0,2070.0,Universidad Peruana Simon Bolivar,Colombia,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.7,1.0,3.0,1.3,5.0,0
Data Architect,Peru,3100.0,729.0,Asociacion Cultural Educativa Mendel,Peru,Tecnologias De La Informacion,Jefa De Ti,7.0,5.0,2863.0,Universidad Catolica Santa Maria,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,7.8,1.0,35.0,1.0,5.4,0
Analista Funcional,Peru,4800.0,763.0,Asociacion Cultural Educativa Mendel,Peru,Tecnologias De La Informacion,Jefa De Ti,7.1,5.0,2863.0,Universidad Catolica Santa Maria,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,7.8,1.0,35.0,1.0,5.4,0
