nombreUltimoEstudio,equivalencia,cantidad,igual
Diplomado En Innovacion E Integracion Tecnologica,Diplomado En Innovacion E Integracion Tecnologica,2,TRUE
Diplomado En Innovacion Y Metodologias Agile,Diplomado En Innovacion Y Metodologias Agile,1,TRUE
Diplomado En Innovacion Y Metodologias Agiles,Diplomado En Innovacion Y Metodologias Agiles,1,TRUE
Diplomado En Inteligencia Artificial,Diplomado En Inteligencia Artificial,1,TRUE
Diplomado En Investigacion Cualitativa.,Diplomado En Investigacion Cualitativa.,1,TRUE
Diplomado En Legislacion Laboral,Diplomado En Legislacion Laboral,1,TRUE
Diplomado En Legislacion Laboral 2021,Diplomado En Legislacion Laboral 2021,1,TRUE
Diplomado En Logistica Y Operaciones,Diplomado En Logistica Y Operaciones,2,TRUE
Diplomado En Marketing,Diplomado En Marketing Digital,1,FALSE
Diplomado En Marketing Digital,Diplomado En Marketing Digital,20,TRUE
Diplomado En Marketing Digital - Mott,Diplomado En Marketing Digital,2,FALSE
Diplomado En Marketing Digital Estrategico,Diplomado En Marketing Digital,2,FALSE
Diplomado En Marketing Y Ventas,Diplomado En Marketing Digital,2,FALSE
Diplomado En Mejora De Procesos Y Transf. Digital,Diplomado En Mejora De Procesos Y Transf. Digital,1,TRUE
Diplomado En Mejorar De Procesos,Diplomado En Mejorar De Procesos,1,TRUE
Diplomado En Metodologias Agiles E Innovacion,Diplomado En Metodologias Agiles E Innovacion,6,TRUE
Diplomado En Metodologias Agiles Para La Innovacio,Diplomado En Metodologias Agiles Para La Innovacio,1,TRUE
Diplomado En Negocios Y Marketing Digital,Diplomado En Negocios Y Marketing Digital,3,TRUE
Diplomado En Procesos Y Mejora Continua,Diplomado En Procesos Y Mejora Continua,1,TRUE
Diplomado En Productos Digitales,Diplomado En Productos Digitales,1,TRUE
Diplomado En Project Management,Diplomado En Project Management,1,TRUE
Diplomado En Psicologia Organizacional,Diplomado En Psicologia Organizacional,1,TRUE
Diplomado En Publicidad,Diplomado En Publicidad,1,TRUE
Diplomado En Recursos Humanos,Diplomado En Recursos Humanos,24,TRUE
Diplomado En Rrhh,Diplomado En Recursos Humanos,1,FALSE
Diplomado En Seguridad De La Informacion,Diplomado En Seguridad De La Informacion,2,TRUE
Diplomado En Seguridad De La Informacion Stit,Diplomado En Seguridad De La Informacion Stit,1,TRUE
Diplomado En Seguridad De La Informacion Y Auditor,Diplomado En Seguridad De La Informacion Y Auditor,2,TRUE
Diplomado En Seguridad Salud En El Trabajo,Diplomado En Seguridad Salud En El Trabajo,1,TRUE
Diplomado En Seguridad Y Salud En El Trabajo,Diplomado En Seguridad Y Salud En El Trabajo,4,TRUE
Diplomado En Sgsi Iso27001:2013,Diplomado En Sgsi Iso27001:2013,1,TRUE
Diplomado En Ssoma,Diplomado En Ssoma,1,TRUE
Diplomado En Tecnologias De La Telecomunicaciones,Diplomado En Tecnologias De La Telecomunicaciones,2,TRUE
Diplomado En Ti,Diplomado En Ti,3,TRUE
Diplomado En Transformacion Digital,Diplomado En Transformacion Digital,2,TRUE
Diplomado En Tributacion,Diplomado En Tributacion,1,TRUE
Diplomado En Ventas Y Gestion Comercial,Diplomado En Ventas Y Gestion Comercial,1,TRUE
Diplomado En Violencia Familiar Y Trabajo Social,Diplomado En Violencia Familiar Y Trabajo Social,2,TRUE
Diplomado Especializado En Gestion Del Factor,Diplomado Especializado En Gestion Del Factor,1,TRUE
Diplomado Especializado En Seguridad Y Salud En El,Diplomado Especializado En Seguridad Y Salud En El,3,TRUE
Diplomado Experto En Recursos Humanos,Diplomado Experto En Recursos Humanos,1,TRUE
Diplomado Gerencia De Proyectos,Diplomado Gerencia De Proyectos,1,TRUE
Diplomado Gerencia De Proyectos Enfoque Pmi,Diplomado Gerencia De Proyectos Enfoque Pmi,3,TRUE
Diplomado Gerencia De Proyectos Pmi,Diplomado Gerencia De Proyectos Pmi,4,TRUE
Diplomado Gerencia De Recursos Humanos,Diplomado Gerencia De Recursos Humanos,1,TRUE
Diplomado Gerencia Estrategica De Marketing,Diplomado Gerencia Estrategica De Marketing,2,TRUE
Diplomado Gestion De Comercio Internacional,Diplomado Gestion De Comercio Internacional,1,TRUE
Diplomado Gestion De Proy. De Tecn. Infor,Diplomado Gestion De Proy. De Tecn. Infor,1,TRUE
Diplomado Gestion De Proyectos,Diplomado Gestion De Proyectos,3,TRUE
Diplomado Gestion De Riesgos,Diplomado Gestion De Riesgos,3,TRUE
Diplomado Gestion Del Talento Humano,Diplomado Gestion Del Talento Humano,3,TRUE
Diplomado Gestion Estrategica De La Informacion,Diplomado Gestion Estrategica De La Informacion,1,TRUE
Diplomado Gestion Estrategica De Ventas,Diplomado Gestion Estrategica De Ventas,1,TRUE
"Diplomado Gestion, Mejora Y Rediseno De Procesos","Diplomado Gestion, Mejora Y Rediseno De Procesos",1,TRUE
Diplomado In. En Gestion De Procesos Y M. Continua,Diplomado In. En Gestion De Procesos Y M. Continua,1,TRUE
Diplomado Inteligencia De Negocios,Diplomado Inteligencia De Negocios,2,TRUE
Diplomado Internacional,Diplomado Internacional,1,TRUE
Diplomado Internacional En Gerencia De Proyectos,Diplomado Internacional En Gerencia De Proyectos,2,TRUE
Diplomado Internacional En Gestion De Marketing,Diplomado Internacional En Gestion De Marketing,1,TRUE
Diplomado Internacional En Gestion De Procesos,Diplomado Internacional En Gestion De Procesos,1,TRUE
Diplomado Internacional En Gestion De Proyectos.,Diplomado Internacional En Gestion De Proyectos.,1,TRUE
Diplomado Internacional En Proyectos,Diplomado Internacional En Proyectos,1,TRUE
Diplomado Internacional En Supply Chain Management,Diplomado Internacional En Supply Chain Management,1,TRUE
Diplomado Internacional En Supply Chain Managment,Diplomado Internacional En Supply Chain Managment,1,TRUE
Diplomado Internacional En Ventas,Diplomado Internacional En Ventas,1,TRUE
Diplomado Internacional Gerencia De Proyectos,Diplomado Internacional Gerencia De Proyectos,2,TRUE
Diplomado Investigacion Cientifica,Diplomado Investigacion Cientifica,1,TRUE
Diplomado Lean Six Sigma Black Belt,Diplomado Lean Six Sigma Black Belt,1,TRUE
Diplomado Marketing Digital,Diplomado Marketing Digital,6,TRUE
Diplomado Marketing Y Ventas,Diplomado Marketing Y Ventas,2,TRUE
Diplomado Recursos Humanos,Diplomado Recursos Humanos,1,TRUE
Diplomado Riesgos Psicosociales/Psico. Ocupacional,Diplomado Riesgos Psicosociales/Psico. Ocupacional,2,TRUE
Diplomado Rrhh,Diplomado Rrhh,1,TRUE
"Diplomado- Seguridad,Salud Y Medio Ambiente","Diplomado- Seguridad,Salud Y Medio Ambiente",1,TRUE
"Diplomado Siaf,Siga,Seace","Diplomado Siaf,Siga,Seace",1,TRUE
Diplomado Sistema De Gestion Integrado-,Diplomado Sistema De Gestion Integrado-,1,TRUE
Diplomado Ssoma,Diplomado Ssoma,1,TRUE
Diplomado Supervisor Ssoma,Diplomado Supervisor Ssoma,2,TRUE
Diplomado Tecnico En Inteligencia De Negocios,Diplomado Tecnico En Inteligencia De Negocios,5,TRUE
Diplomado: Administracion Legal En Rrhh,Diplomado: Administracion Legal En Rrhh,1,TRUE
Diplomado: Gerencia De Compras Y Abastecimien,Diplomado: Gerencia De Compras Y Abastecimien,24,TRUE
Diplomatura Analitica De Negocios,Diplomatura Analitica De Negocios,1,TRUE
Diplomatura De Especializacion De Educacion Emocio,Diplomatura De Especializacion De Educacion Emocio,1,TRUE
Diplomatura De Especializacion En Rrhh,Diplomatura De Especializacion En Rrhh,1,TRUE
Diplomatura De Estudios Para Project Management,Diplomatura De Estudios Para Project Management,1,TRUE
Diplomatura Del Talento Humano,Diplomatura Del Talento Humano,1,TRUE
Diplomatura En Analitica De Negocios,Diplomatura En Analitica De Negocios,1,TRUE
Diplomatura En Analitica De Negocios Y Gestion,Diplomatura En Analitica De Negocios Y Gestion,1,TRUE
Diplomatura En Big Data &Amp;Business Analytics,Diplomatura En Big Data &Amp;Business Analytics,1,TRUE
Diplomatura En Gestion De Marketing,Diplomatura En Gestion De Marketing,1,TRUE
Diplomatura En Gestion De Procesos,Diplomatura En Gestion De Procesos,1,TRUE
Diplomatura En Gestion De Proyectos Y Calidad,Diplomatura En Gestion De Proyectos Y Calidad,1,TRUE
Diplomatura En Gestion De Recursos Humanos,Diplomatura En Gestion De Recursos Humanos,1,TRUE
Diplomatura En Gestion Del Talento,Diplomatura En Gestion Del Talento,2,TRUE
Diplomatura En Inteligencia Artificial,Diplomatura En Inteligencia Artificial,2,TRUE
Diplomatura En Orientacion Y Promocion Familiar,Diplomatura En Orientacion Y Promocion Familiar,1,TRUE
Diplomatura En Sistemas De Gestion Integrado,Diplomatura En Sistemas De Gestion Integrado,1,TRUE
Diplomatura Gerencia De Proyectos Y Calidad,Diplomatura Gerencia De Proyectos Y Calidad,1,TRUE
Diplomatura Internacional De Gestion De Procesos,Diplomatura Internacional De Gestion De Procesos,1,TRUE
Diplomatura Project Management,Diplomatura Project Management,1,TRUE
Direc. De Operaciones Y Cadena De Abastecimiento,Direc. De Operaciones Y Cadena De Abastecimiento,1,TRUE
Direccion Comercial Estrategica,Direccion Comercial Estrategica,1,TRUE
Direccion De Empresas Industriales Y De Servicios,Direccion De Empresas Industriales Y De Servicios,1,TRUE
Direccion De Fuerza De Ventas,Direccion De Fuerza De Ventas,1,TRUE
Direccion De Marketing Digital Y Com Electronico,Direccion De Marketing Digital Y Com Electronico,1,TRUE
Direccion De Marketing Y Comercial,Direccion De Marketing Y Comercial,3,TRUE
Direccion De Marketing Y Gestion Comercial,Direccion De Marketing Y Gestion Comercial,2,TRUE
Direccion De Proyectos,Direccion De Proyectos,3,TRUE
Direccion De Proyectos De Innovacion,Direccion De Proyectos,1,FALSE
Direccion De Proyectos Pmbok,Direccion De Proyectos,2,FALSE
Direccion De Proyectos Y Hab. Directivas,Direccion De Proyectos,1,FALSE
Direccion De Proyectos Y Habilidades Directivas,Direccion De Proyectos,1,FALSE
Direccion De Sistemas Y Ti,Direccion De Sistemas Y Ti,2,TRUE
Direccion De Tecnologia De Informacion,Direccion De Tecnologia De Informacion,2,TRUE
Direccion De Tecnologias De Informacion,Direccion De Tecnologias De Informacion,1,TRUE
Direccion De Tecnologias De La Informacion,Direccion De Tecnologias De La Informacion,4,TRUE
Direccion De Ventas,Direccion De Ventas,1,TRUE
Direccion De Ventas Y Gestion Comercial,Direccion De Ventas Y Gestion Comercial,2,TRUE
Direccion En Gestion De Ventas,Direccion En Gestion De Ventas,1,TRUE
Direccion En Recursos Humanos,Direccion En Recursos Humanos,1,TRUE
Direccion En Tecnologias De La Informacion,Direccion En Tecnologias De La Informacion,1,TRUE
Direccion En Transformacion Digital,Direccion En Transformacion Digital,1,TRUE
Direccion Estrategica Del Factor Humano,Direccion Estrategica Del Factor Humano,1,TRUE
Direccion Estrategica En Tecnologias,Direccion Estrategica En Tecnologias,1,TRUE
Direccion Estrategica Telecomunicaciones,Direccion Estrategica Telecomunicaciones,2,TRUE
Direccion Y Diseno Grafico,Direccion Y Diseno Grafico,1,TRUE
Direccion Y Gestion De Proyectos,Direccion Y Gestion De Proyectos,3,TRUE
Direccion Y Gestion De Tecnologias De La Informaci,Direccion Y Gestion De Tecnologias De La Informaci,1,TRUE
Director De Arte,Director De Arte,1,TRUE
Director De Proyectos,Director De Proyectos,2,TRUE
Disenador Grafico,Disenador Grafico,4,TRUE
Disenador Industrial,Disenador Industrial,2,TRUE
Disenador Ux/Ui,Disenador Ux/Ui,1,TRUE
Disenador Ux|Ui,Disenador Ux|Ui,1,TRUE
Disenadora Publicitaria,Disenadora Publicitaria,1,TRUE
Diseno De Arquitectura Con Apache Kafka,Diseno De Arquitectura Con Apache Kafka,1,TRUE
Diseno De Base De Datos Relacionales,Diseno De Base De Datos Relacionales,2,TRUE
Diseno De Experiencia De Usuario,Diseno De Experiencia De Usuario,1,TRUE
Diseno De Experiencia En Servicios,Diseno De Experiencia En Servicios,1,TRUE
Diseno De Interiores,Diseno De Interiores,3,TRUE
Diseno De Medios Interactivos,Diseno De Medios Interactivos,1,TRUE
Diseno De Medios Interactivos Ux,Diseno De Medios Interactivos Ux,1,TRUE
Diseno De Puesto,Diseno De Puesto,1,TRUE
Diseno De Redes Gpon/Pol,Diseno De Redes Gpon/Pol,1,TRUE
Diseno De Videojuegos,Diseno De Videojuegos,2,TRUE
Diseno Digital Publicitacio,Diseno Digital Publicitacio,2,TRUE
Diseno E Implementacion De Indicadores,Diseno E Implementacion De Indicadores,1,TRUE
Diseno Enfocado En El Usuario (Ux+Ui),Diseno Enfocado En El Usuario (Ux+Ui),1,TRUE
Diseno Grafico,Diseno Grafico,22,TRUE
Diseno Grafico Digital,Diseno Grafico,5,FALSE
Diseno Grafico Estrategico,Diseno Grafico,1,FALSE
Diseno Grafico Publicitario,Diseno Grafico,4,FALSE
Diseno Grafico Publicitario Y Web,Diseno Grafico,2,FALSE
Diseno Grafico Y Gestion De Marcas,Diseno Grafico,1,FALSE
Diseno Grafico Y Publicitario,Diseno Grafico,1,FALSE
Diseno Industrial,Diseno Industrial,1,TRUE
Diseno Profesional Grafico,Diseno Profesional Grafico,1,TRUE
Diseno Publicitario,Diseno Publicitario,2,TRUE
Diseno Ui/Ux,Diseno Ui/Ux,1,TRUE
Diseno Ux Ui,Diseno Ux Ui,1,TRUE
Diseno Ux/Ui,Diseno Ux/Ui,2,TRUE
Diseno Web,Diseno Web,1,TRUE
Diseno Y Comportamiento Organizacional,Diseno Y Comportamiento Organizacional,1,TRUE
Diseno Y Construccion De Un Data Center,Diseno Y Construccion De Un Data Center,1,TRUE
Diseno Y Desarrollo De Software,Diseno Y Desarrollo De Software,2,TRUE
Diseno Y Desarrollo De Sofware,Diseno Y Desarrollo De Sofware,1,TRUE
Diseno Y Desarrollo Para Medios Digitales,Diseno Y Desarrollo Para Medios Digitales,2,TRUE
Diseno Y Desarrollo Web,Diseno Y Desarrollo Web,3,TRUE
Diseno Y Gestion De Moda,Diseno Y Gestion De Moda,1,TRUE
Diseno Y Medicion Para Cursos De Aprendizaje,Diseno Y Medicion Para Cursos De Aprendizaje,1,TRUE
Division Cpel,Division Cpel,1,TRUE
Docencia En Telecomunicaciones,Docencia En Telecomunicaciones,1,TRUE
Docencia Universitaria,Docencia Universitaria,4,TRUE
Docencia Universitaria E Investigacion Pedag.,Docencia Universitaria E Investigacion Pedag.,1,TRUE
Docencia Universitaria Y Gestion Educativa,Docencia Universitaria Y Gestion Educativa,2,TRUE
Docker,Docker,1,TRUE
Dockers,Dockers,1,TRUE
Doctorado Administracion De Empresas,Doctorado Administracion De Empresas,2,TRUE
Doctorado En Administracion,Doctorado En Administracion,3,TRUE
Doctorado En Educacion,Doctorado En Educacion,1,TRUE
Doctorado En Filosofia,Doctorado En Filosofia,2,TRUE
Dp. Intnac. Hab.Directivas Y Coaching Empresarial,Dp. Intnac. Hab.Directivas Y Coaching Empresarial,1,TRUE
Dp-900- Microsoft Azure Data Fundamentals,Dp-900- Microsoft Azure Data Fundamentals,2,TRUE
Dr Cs Gerenciales,Dr Cs Gerenciales,1,TRUE
Dramaturgia,Dramaturgia,1,TRUE
E.Commerce,E.Commerce,2,TRUE
Economia,Economia,21,TRUE
Economia Y Finanzas,Economia,1,FALSE
Economia Y Negocios Internacionales,Economia,4,FALSE
Economista,Economia,1,FALSE
Edex En Estrategia Y Gestion De Innovacion,Edex En Estrategia Y Gestion De Innovacion,1,TRUE
Edicion - Post Produccion,Edicion - Post Produccion,1,TRUE
Edicion Y Post Produccion De Video,Edicion Y Post Produccion De Video,1,TRUE
Eduacion Con Mencion En Tecnologia,Eduacion Con Mencion En Tecnologia,1,TRUE
Educacion De Idiomas : Ingles,Educacion De Idiomas : Ingles,1,TRUE
Educacion Idiomas - Ingles,Educacion Idiomas - Ingles,1,TRUE
Educacion Superior - Psicologia,Educacion Superior - Psicologia,1,TRUE
Educacion Universitaria,Educacion Universitaria,3,TRUE
Edx Micromaster Credential,Edx Micromaster Credential,1,TRUE
Egresada,Egresada,4,TRUE
Egresada De Comuniaciones,Egresada De Comuniaciones,1,TRUE
Egresada De Psicologia,Egresada De Psicologia,2,TRUE
Egresada De Psicologia Organizacional,Egresada De Psicologia Organizacional,1,TRUE
Egresada En Administracion De Empresas,Egresada En Administracion De Empresas,2,TRUE
Egresada En Ingenieria De Sistemas,Egresada En Ingenieria De Sistemas,8,TRUE
Egresada/Bachiller,Egresada/Bachiller,1,TRUE
Egresado,Egresado,30,TRUE
Egresado - Administracion,Egresado - Administracion,1,TRUE
Egresado Bachiller Universitario,Egresado Bachiller Universitario,1,TRUE
Egresado Computacion E Informatica,Egresado Computacion E Informatica,1,TRUE
Egresado De Administracion,Egresado De Administracion,1,TRUE
Egresado De Ing De Sistemas,Egresado De Ing De Sistemas,1,TRUE
Egresado De Ing. De Sistemas,Egresado De Ing. De Sistemas,1,TRUE
Egresado De Ingenieria Computacion Y Sistemas,Egresado De Ingenieria Computacion Y Sistemas,1,TRUE
Egresado De Ingenieria Electronica,Egresado De Ingenieria Electronica,1,TRUE
Egresado De Ingenieria Industrial,Egresado De Ingenieria Industrial,2,TRUE
Egresado De La Carrera De Marketing En Epe,Egresado De La Carrera De Marketing En Epe,1,TRUE
Egresado De La Facultad De Ingenieria De Sistemas,Egresado De La Facultad De Ingenieria De Sistemas,1,TRUE
Egresado De Psicologia,Egresado De Psicologia,1,TRUE
Egresado Del Curso De Arte Y Diseno (Ipad),Egresado Del Curso De Arte Y Diseno (Ipad),1,TRUE
Egresado En Administracion De Empresas,Egresado En Administracion De Empresas,1,TRUE
Egresado En Ingenieria De Sistemas,Egresado En Ingenieria De Sistemas,3,TRUE
Egresado En Ingenieria De Sistemas E Informatica,Egresado En Ingenieria De Sistemas E Informatica,1,TRUE
Egresado En Ingenieria Electronica,Egresado En Ingenieria Electronica,6,TRUE
Egresado En Ingenieria Industrial,Egresado En Ingenieria Industrial,2,TRUE
Egresado En Maestria De Sistemas,Egresado En Maestria De Sistemas,1,TRUE
Egresado Gestion Educacional,Egresado Gestion Educacional,7,TRUE
Egresado Ing. Computacion E Informatica,Egresado Ing. Computacion E Informatica,1,TRUE
Egresado Ingenieria De Sistemas,Egresado Ingenieria De Sistemas,1,TRUE
Egresado Ingenieria En Informatica Y Sistemas,Egresado Ingenieria En Informatica Y Sistemas,2,TRUE
Egresado Inst Ciencias De La Informacion,Egresado Inst Ciencias De La Informacion,1,TRUE
Egresado Isil - Ing Sistemas - 1Er Lugar*,Egresado Isil - Ing Sistemas - 1Er Lugar*,6,TRUE
Egresado Maestria,Egresado Maestria,1,TRUE
Elaboracion De Perfiles De Puesto,Elaboracion De Perfiles De Puesto,1,TRUE
Elaboracion De Tdr Y Etm Segun Osce,Elaboracion De Tdr Y Etm Segun Osce,1,TRUE
Electrical And Computer Engineering,Electrical And Computer Engineering,1,TRUE
Electricidad Industrial,Electricidad Industrial,1,TRUE
Electronica Industrial,Electronica Industrial,3,TRUE
Electronica Y Automatizacion Industrial,Electronica Y Automatizacion Industrial,1,TRUE
Elk Stack,Elk Stack,2,TRUE
Employee Experience,Employee Experience,1,TRUE
En Curso,En Curso,1,TRUE
En Proceso,En Proceso,1,TRUE
Encargado De Computo Descentralizado,Encargado De Computo Descentralizado,1,TRUE
Enfermeria,Enfermeria,1,TRUE
Engenharia De Producao,Engenharia De Producao,1,TRUE
Ensamblaje,Ensamblaje,1,TRUE
Ensamblaje De Computadora,Ensamblaje De Computadora,2,TRUE
Ensamblaje Y Reparacion De Pc'S,Ensamblaje Y Reparacion De Pc'S,1,TRUE
Enterprise Architecture-Togaf V9.1 -Applying,Enterprise Architecture-Togaf V9.1 -Applying,2,TRUE
Enterprise Design Thinking,Enterprise Design Thinking,1,TRUE
Enterprise Linux &Amp; Engineer,Enterprise Linux &Amp; Engineer,1,TRUE
Entrategia De Ventas B2B,Entrategia De Ventas B2B,1,TRUE
Entrenamiento,Entrenamiento,1,TRUE
Entrenamiento Completo En Data Sciense,Entrenamiento Completo En Data Sciense,1,TRUE
